10 | DiagnosticSessionControl | 01 | DefaultSession | 50
31 | Routine Control | 01 12 AA | Enter Vehicle Specific Data Start  | 71
31 | Routine Control | 01 12 AB | Request Teaching 1st TP Start  | 71
31 | Routine Control | 01 12 AC | Request Teaching 2nd TP Start | 71
31 | Routine Control | 01 12 AD | Request Teaching 3rd TP Start | 71
31 | Routine Control | 01 12 AE | Request Teaching 4th TP Start | 71
31 | Routine Control | 01 12 AF | Request Teaching 5th TP Start | 71
31 | Routine Control | 01 12 B1 | Request Teaching 6th TP Start | 71
31 | Routine Control | 01 12 B2 | Request Teaching 7th TP Start | 71
31 | Routine Control | 01 12 B3 | Request Teaching 8th TP Start  | 71
31 | Routine Control | 01 12 B4 | Start Immo Neutral Mode  | 71
31 | Routine Control | 01 12 B5 | Start Request Immo Neutral Start | 71
31 | Routine Control | 01 01 02 | Start | 71
31 | Routine Control | 01 B1 99 | Initialization Start  | 71
31 | Routine Control | 01 B1 93 | BDC FOB Virgin req Start  | 71
31 | Routine Control | 01 11 11    | IMMO virgin code Start | 71
31 | Routine Control | 01 B1 A0    | Start request(E@E Disable,FOB x)Start | 71
31 | Routine Control | 01 01 01 | xxx | 71
2F | IO Control | 13 | SMK | 6F
2F | IO Control | 02 | Time Limited | 6F
2F | IO Control | F025 | (Reserved) L_SSBRingILL_OUT | 6F
2F | IO Control | F02A |  (Reserved)L_ESCLEnable_OUT | 6F
2F | IO Control | F02B | (Reserved) L_ESCL(+)_OUT | 6F
2F | IO Control | F021 |  L_SSBSymbolILL(+/-)_OUT | 6F
2F | IO Control | F02D |  L_EVPowerOffReq_OUT | 6F
2F | IO Control | F030 | L_IGN1RLY_OUT  | 6F
2F | IO Control | F031 | L_IGN1/IGN2RLY_OUT | 6F
2F | IO Control | F032 | L_ACCRLY_OUT | 6F
2F | IO Control | F033 | L_IGN1/StarterRLY_OUT | 6F
2F | IO Control | F03A | P_ExtemalBuzzer_OUT  | 6F
2F | IO Control | 04 | Continuous | 6F
2F | IO Control | F042 | V_OutsideHandleANTDRV | 6F
2F | IO Control | F043 |  V_OutsideHandleANTAST | 6F
2F | IO Control | F046 | V_InteriorANT1  | 6F
2F | IO Control | F047 | V_InteriorANT2  | 6F
2F | IO Control | F048 | V_Trunk InteriorANT3 | 6F
2F | IO Control | F049 | V_RearBumperANT | 6F
2F | IO Control | F04C | V_Front BumperANT | 6F
2F | IO Control | F04A | V_Hat ShelfANT | 6F
2F | IO Control | F050 | Check for L_ACCRLY_OUT | 6F
2F | IO Control | F051 | Check for L_IGN1RLY_OUT  | 6F
2F | IO Control | F052 | Check for L_IGN2RLY_OUT  | 6F
2F | IO Control | 05 | One Time | 6F
2F | IO Control | F062 | Check for DRV Antenna | 6F
2F | IO Control | F063 | Check for AST Antenna | 6F
2F | IO Control | F066 | Check for Interior1 Antenna | 6F
2F | IO Control | F067 | Check for Interior2 Antenna | 6F
2F | IO Control | F068 | Check for Interior3 Antenna | 6F
2F | IO Control | F069 | Check for Rear Bumper Antenna | 6F
2F | IO Control | F06C | Check for Front Bumper Antenna | 6F
2F | IO Control | F081 | Check for ESCL | 6F
2F | IO Control | F070 | V_ESCL(+)_OUT/COM_ESCL | 6F
2F | IO Control | 00 | --BCM- | 6F
2F | IO Control | B000 | Supported check DID B000 | 6F
2F | IO Control | B003 | Security LED  | 6F
2F | IO Control | B004 | RPAS Buzzer Output | 6F
2F | IO Control | B005 | RPAS SW Indicator | 6F
2F | IO Control | B006 | PAS SW Indicator | 6F
2F | IO Control | B048 | Extemal Buzzer Output  | 6F
2F | IO Control | B008 | Wiper Low RLY | 6F
2F | IO Control | B009 | Wiper High RLY | 6F
2F | IO Control | B00A | Rear Wiper RLY | 6F
2F | IO Control | B020 | Supported Check DID B020 | 6F
2F | IO Control | B025 | Puddle Lamp Output | 6F
2F | IO Control | B028 | Key InterLock Solenoid | 6F
2F | IO Control | B029 | ATM Solenoid | 6F
2F | IO Control | B039 | Rear SBR Left Indicator | 6F
2F | IO Control | B03A | Rear SBR Center Indicator | 6F
2F | IO Control | B03B | Rear SBR Right Indicator | 6F
2F | IO Control | B040  | Supported check DID B040 | 6F
2F | IO Control | B049 | BCM Intemal Buzzer Output | 6F
2F | IO Control | B057 | Key Hole illimumination | 6F
2F | IO Control | B058 | Start Inhibit Relay | 6F
2F | IO Control | B05B | Mirror Fold Operation | 6F
2F | IO Control | B05C | Mirror Unfold Operation | 6F
2F | IO Control | B060 | Supported check DID B060 | 6F
2F | IO Control | B068 | Heated Washer Nozzle Output | 6F
2F | IO Control | B071 | L_EMSEcuWakeUp_OUT  | 6F
2F | IO Control | B079 | Wiper Power RLY | 6F
